Source,Day,Mon,Yr,BluePopulation,LengthFT,Sex,Pregnant,Latitude,Longitude,Maturity,OriginalAge,Age,MinAge,AccurateAge,TotalCorpora,MarkNo,Length
Maeda,7,4,1962,Pygmy,71,Female,Yes,-41,76,Mature,35,35,No,Yes,NA,NA,21.640800000000002
Maeda,21,2,1962,Pygmy,70,Female,Yes,-51,27,Mature,19,19,No,Yes,NA,NA,21.336000000000002
Maeda,23,2,1962,Pygmy,70,Male,No,-48,33,Unknown,26,26,No,Yes,NA,NA,21.336000000000002
Maeda,23,2,1962,Pygmy,71,Female,Yes,-48,33,Mature,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,23,2,1962,Pygmy,70,Male,No,-48,33,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1962,Pygmy,71,Male,No,-47,37,Unknown,10,10,No,Yes,NA,NA,21.640800000000002
Maeda,24,2,1962,Pygmy,72,Female,No,-47,37,Unknown,11,11,No,Yes,NA,NA,21.945600000000002
Maeda,24,2,1962,Pygmy,73,Female,Yes,-47,37,Mature,53,53,No,Yes,NA,NA,22.250400000000003
Maeda,24,2,1962,Pygmy,72,Male,No,-47,37,Unknown,49,49,No,Yes,NA,NA,21.945600000000002
Maeda,24,2,1962,Pygmy,74,Female,No,-47,37,Unknown,28,28,No,Yes,NA,NA,22.555200000000003
Maeda,24,2,1962,Pygmy,71,Male,No,-47,37,Unknown,31,31,No,Yes,NA,NA,21.640800000000002
Maeda,24,2,1962,Pygmy,70,Male,No,-47,37,Unknown,31,31,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1962,Pygmy,70,Male,No,-47,37,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,24,2,1962,Pygmy,72,Male,No,-47,37,Unknown,37,37,No,Yes,NA,NA,21.945600000000002
Maeda,24,2,1962,Pygmy,72,Male,No,-47,37,Unknown,37,37,No,Yes,NA,NA,21.945600000000002
Maeda,24,2,1962,Pygmy,71,Male,No,-47,37,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,24,2,1962,Pygmy,71,Male,No,-47,37,Unknown,41,41,No,Yes,NA,NA,21.640800000000002
Maeda,24,2,1962,Pygmy,70,Female,No,-47,37,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,25,2,1962,Pygmy,70,Female,No,-46,39,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,26,2,1962,Pygmy,71,Female,No,-47,41,Unknown,8,8,No,Yes,NA,NA,21.640800000000002
Maeda,26,2,1962,Pygmy,71,Male,No,-47,41,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,26,2,1962,Pygmy,73,Female,No,-47,41,Unknown,12,12,No,Yes,NA,NA,22.250400000000003
Maeda,26,2,1962,Pygmy,70,Male,No,-47,41,Unknown,17,17,No,Yes,NA,NA,21.336000000000002
Maeda,26,2,1962,Pygmy,72,Female,No,-47,41,Unknown,34,34,No,Yes,NA,NA,21.945600000000002
Maeda,26,2,1962,Pygmy,73,Female,Yes,-47,41,Mature,22,22,No,Yes,NA,NA,22.250400000000003
Maeda,26,2,1962,Pygmy,71,Male,No,-47,41,Unknown,20,20,No,Yes,NA,NA,21.640800000000002
Maeda,26,2,1962,Pygmy,71,Male,No,-47,41,Unknown,34,34,No,Yes,NA,NA,21.640800000000002
Maeda,26,2,1962,Pygmy,72,Female,No,-47,41,Unknown,56,56,No,Yes,NA,NA,21.945600000000002
Maeda,26,2,1962,Pygmy,70,Male,No,-47,41,Unknown,36,36,No,Yes,NA,NA,21.336000000000002
Maeda,27,2,1962,Pygmy,70,Male,No,-47,43,Unknown,20,20,No,Yes,NA,NA,21.336000000000002
Maeda,28,2,1962,Pygmy,71,Male,No,-47,41,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,28,2,1962,Pygmy,72,Male,No,-47,41,Unknown,27,27,No,Yes,NA,NA,21.945600000000002
Maeda,28,2,1962,Pygmy,72,Female,No,-47,41,Unknown,24,24,No,Yes,NA,NA,21.945600000000002
Maeda,28,2,1962,Pygmy,71,Male,No,-47,41,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,28,2,1962,Pygmy,72,Female,No,-47,41,Unknown,19,19,No,Yes,NA,NA,21.945600000000002
Maeda,28,2,1962,Pygmy,71,Male,No,-47,41,Unknown,46,46,No,Yes,NA,NA,21.640800000000002
Maeda,28,2,1962,Pygmy,67,Male,No,-47,41,Unknown,43,43,No,Yes,NA,NA,20.4216
Maeda,28,2,1962,Pygmy,72,Male,No,-47,41,Unknown,19,19,No,Yes,NA,NA,21.945600000000002
Maeda,28,2,1962,Pygmy,71,Male,No,-47,41,Unknown,15,15,No,Yes,NA,NA,21.640800000000002
Maeda,28,2,1962,Pygmy,70,Female,Yes,-47,41,Mature,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,28,2,1962,Pygmy,74,Female,No,-47,41,Unknown,52,52,No,Yes,NA,NA,22.555200000000003
Maeda,28,2,1962,Pygmy,70,Male,No,-47,41,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,1,3,1962,Pygmy,70,Male,No,-47,39,Unknown,38,38,No,Yes,NA,NA,21.336000000000002
Maeda,27,3,1962,Pygmy,71,Female,No,-51,2,Unknown,23,23,No,Yes,NA,NA,21.640800000000002
Maeda,2,4,1962,Pygmy,72,Female,No,-47,35,Unknown,32,32,No,Yes,NA,NA,21.945600000000002
Maeda,2,4,1962,Pygmy,72,Male,No,-47,35,Unknown,10,10,No,Yes,NA,NA,21.945600000000002
Maeda,2,4,1962,Pygmy,70,Female,Yes,-47,35,Mature,36,36,No,Yes,NA,NA,21.336000000000002
Maeda,2,4,1962,Pygmy,72,Male,No,-47,35,Unknown,33,33,No,Yes,NA,NA,21.945600000000002
Maeda,2,4,1962,Pygmy,70,Female,No,-47,35,Unknown,7,7,No,Yes,NA,NA,21.336000000000002
Maeda,5,2,1963,Pygmy,72,Male,No,-49,43,Unknown,27,27,No,Yes,NA,NA,21.945600000000002
Maeda,12,2,1963,Pygmy,72,Female,No,-50,34,Unknown,20,20,No,Yes,NA,NA,21.945600000000002
Maeda,14,2,1963,Pygmy,71,Male,No,-48,33,Unknown,32,32,No,Yes,NA,NA,21.640800000000002
Maeda,14,2,1963,Pygmy,72,Male,No,-48,33,Unknown,14,14,No,Yes,NA,NA,21.945600000000002
Maeda,17,2,1963,Pygmy,71,Female,No,-51,35,Unknown,13,13,No,Yes,NA,NA,21.640800000000002
Maeda,21,2,1963,Pygmy,70,Male,No,-49,33,Unknown,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,25,2,1963,Pygmy,73,Female,Yes,-49,36,Mature,25,25,No,Yes,NA,NA,22.250400000000003
Maeda,27,2,1963,Pygmy,70,Female,Yes,-49,36,Mature,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1963,Pygmy,70,Female,No,-48,30,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1963,Pygmy,72,Female,Yes,-48,30,Mature,12,12,No,Yes,NA,NA,21.945600000000002
Maeda,23,3,1963,Pygmy,70,Female,No,-52,38,Unknown,22,22,No,Yes,NA,NA,21.336000000000002
Maeda,27,3,1963,Pygmy,70,Female,No,-46,50,Unknown,19,19,No,Yes,NA,NA,21.336000000000002
Maeda,27,3,1963,Pygmy,72,Female,No,-46,50,Unknown,23,23,No,Yes,NA,NA,21.945600000000002
Maeda,27,3,1963,Pygmy,71,Female,No,-46,50,Unknown,25,25,No,Yes,NA,NA,21.640800000000002
Maeda,27,3,1963,Pygmy,71,Female,No,-46,50,Unknown,35,35,No,Yes,NA,NA,21.640800000000002
Maeda,27,3,1963,Pygmy,70,Male,No,-46,50,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,27,3,1963,Pygmy,70,Male,No,-46,50,Unknown,48,48,No,Yes,NA,NA,21.336000000000002
Maeda,11,3,1963,Pygmy,70,Female,Yes,-46,28,Mature,29,29,No,Yes,NA,NA,21.336000000000002
Maeda,11,3,1963,Pygmy,70,Female,Yes,-46,28,Mature,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,11,3,1963,Pygmy,77,Female,No,-46,28,Unknown,47,47,No,Yes,NA,NA,23.4696
Maeda,11,3,1963,Pygmy,71,Male,No,-46,28,Unknown,35,35,No,Yes,NA,NA,21.640800000000002
Maeda,11,3,1963,Pygmy,70,Female,No,-46,28,Unknown,37,37,No,Yes,NA,NA,21.336000000000002
Maeda,11,3,1963,Pygmy,71,Female,No,-46,28,Unknown,27,27,No,Yes,NA,NA,21.640800000000002
Maeda,12,3,1963,Pygmy,73,Female,No,-46,27,Unknown,22,22,No,Yes,NA,NA,22.250400000000003
Maeda,12,3,1963,Pygmy,71,Male,No,-46,27,Unknown,21,21,No,Yes,NA,NA,21.640800000000002
Maeda,13,3,1963,Pygmy,71,Female,No,-46,29,Unknown,26,26,No,Yes,NA,NA,21.640800000000002
Maeda,13,3,1963,Pygmy,71,Female,No,-46,29,Unknown,65,65,No,Yes,NA,NA,21.640800000000002
Maeda,13,3,1963,Pygmy,77,Female,No,-46,29,Unknown,30,30,No,Yes,NA,NA,23.4696
Maeda,13,3,1963,Pygmy,71,Male,No,-46,29,Unknown,26,26,No,Yes,NA,NA,21.640800000000002
Maeda,13,3,1963,Pygmy,70,Male,No,-46,29,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,13,3,1963,Pygmy,72,Female,No,-46,29,Unknown,35,35,No,Yes,NA,NA,21.945600000000002
Maeda,13,3,1963,Pygmy,70,Female,No,-46,29,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,13,3,1963,Pygmy,72,Female,No,-46,29,Unknown,37,37,No,Yes,NA,NA,21.945600000000002
Maeda,16,3,1963,Pygmy,72,Female,Yes,-47,37,Mature,46,46,No,Yes,NA,NA,21.945600000000002
Maeda,18,3,1963,Pygmy,70,Male,No,-52,40,Unknown,27,27,No,Yes,NA,NA,21.336000000000002
Maeda,18,3,1963,Pygmy,71,Male,No,-52,40,Unknown,65,65,No,Yes,NA,NA,21.640800000000002
Maeda,22,3,1963,Pygmy,71,Female,No,-53,38,Unknown,16,16,No,Yes,NA,NA,21.640800000000002
Maeda,23,3,1963,Pygmy,73,Male,No,-52,37,Unknown,24,24,No,Yes,NA,NA,22.250400000000003
Maeda,27,3,1963,Pygmy,70,Male,No,-45,49,Unknown,22,22,No,Yes,NA,NA,21.336000000000002
Maeda,27,3,1963,Pygmy,71,Male,No,-45,49,Unknown,38,38,No,Yes,NA,NA,21.640800000000002
Maeda,27,3,1963,Pygmy,70,Male,No,-45,49,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,27,3,1963,Pygmy,72,Male,No,-45,49,Unknown,21,21,No,Yes,NA,NA,21.945600000000002
Maeda,27,3,1963,Pygmy,71,Female,No,-45,49,Unknown,28,28,No,Yes,NA,NA,21.640800000000002
Maeda,27,3,1963,Pygmy,67,Female,No,-45,49,Unknown,8,8,No,Yes,NA,NA,20.4216
Maeda,27,3,1963,Pygmy,71,Female,No,-45,49,Unknown,52,52,No,Yes,NA,NA,21.640800000000002
Maeda,27,3,1963,Pygmy,70,Female,No,-45,49,Unknown,4,4,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Male,No,-44,50,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,38,38,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Male,No,-44,50,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,22,22,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Male,No,-44,50,Unknown,26,26,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,71,Female,No,-44,50,Unknown,16,16,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1963,Pygmy,72,Male,No,-44,50,Unknown,32,32,No,Yes,NA,NA,21.945600000000002
Maeda,29,3,1963,Pygmy,72,Female,No,-44,51,Unknown,20,20,No,Yes,NA,NA,21.945600000000002
Maeda,29,3,1963,Pygmy,70,Female,No,-44,51,Unknown,3,3,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,70,Male,No,-47,68,Unknown,39,39,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,71,Female,No,-47,68,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,1,4,1963,Pygmy,70,Male,No,-47,68,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,70,Female,No,-47,68,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,70,Female,No,-47,68,Unknown,12,12,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,71,Male,No,-47,68,Unknown,40,40,No,Yes,NA,NA,21.640800000000002
Maeda,1,4,1963,Pygmy,70,Female,No,-47,68,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,72,Female,No,-47,68,Unknown,25,25,No,Yes,NA,NA,21.945600000000002
Maeda,15,3,1963,Pygmy,70,Male,No,-49,36,Unknown,39,39,No,Yes,NA,NA,21.336000000000002
Maeda,15,3,1963,Pygmy,74,Female,No,-49,36,Unknown,37,37,No,Yes,NA,NA,22.555200000000003
Maeda,15,3,1963,Pygmy,70,Male,No,-49,36,Unknown,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,15,3,1963,Pygmy,71,Female,Yes,-49,36,Mature,25,25,No,Yes,NA,NA,21.640800000000002
Maeda,15,3,1963,Pygmy,72,Female,Yes,-49,36,Mature,19,19,No,Yes,NA,NA,21.945600000000002
Maeda,15,3,1963,Pygmy,70,Male,No,-49,36,Unknown,36,36,No,Yes,NA,NA,21.336000000000002
Maeda,15,3,1963,Pygmy,71,Female,No,-49,36,Unknown,30,30,No,Yes,NA,NA,21.640800000000002
Maeda,15,3,1963,Pygmy,70,Female,No,-49,36,Unknown,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,15,3,1963,Pygmy,72,Female,Yes,-49,36,Mature,25,25,No,Yes,NA,NA,21.945600000000002
Maeda,15,3,1963,Pygmy,70,Female,No,-49,36,Unknown,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,15,3,1963,Pygmy,72,Male,No,-49,36,Unknown,60,60,No,Yes,NA,NA,21.945600000000002
Maeda,16,3,1963,Pygmy,71,Female,No,-51,37,Unknown,21,21,No,Yes,NA,NA,21.640800000000002
Maeda,16,3,1963,Pygmy,70,Female,No,-51,37,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,16,3,1963,Pygmy,70,Male,No,-51,37,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,16,3,1963,Pygmy,70,Male,No,-51,37,Unknown,32,32,No,Yes,NA,NA,21.336000000000002
Maeda,16,3,1963,Pygmy,70,Male,No,-51,37,Unknown,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,16,3,1963,Pygmy,73,Female,No,-51,37,Unknown,30,30,No,Yes,NA,NA,22.250400000000003
Maeda,16,3,1963,Pygmy,72,Female,No,-51,37,Unknown,45,45,No,Yes,NA,NA,21.945600000000002
Maeda,16,3,1963,Pygmy,70,Male,No,-51,37,Unknown,32,32,No,Yes,NA,NA,21.336000000000002
Maeda,16,3,1963,Pygmy,72,Male,No,-51,37,Unknown,38,38,No,Yes,NA,NA,21.945600000000002
Maeda,16,3,1963,Pygmy,70,Female,Yes,-51,37,Mature,20,20,No,Yes,NA,NA,21.336000000000002
Maeda,16,3,1963,Pygmy,71,Female,No,-51,37,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,17,3,1963,Pygmy,70,Male,No,-52,36,Unknown,36,36,No,Yes,NA,NA,21.336000000000002
Maeda,17,3,1963,Pygmy,72,Female,No,-52,36,Unknown,36,36,No,Yes,NA,NA,21.945600000000002
Maeda,17,3,1963,Pygmy,70,Male,No,-52,36,Unknown,32,32,No,Yes,NA,NA,21.336000000000002
Maeda,17,3,1963,Pygmy,71,Female,No,-52,36,Unknown,20,20,No,Yes,NA,NA,21.640800000000002
Maeda,18,3,1963,Pygmy,71,Female,No,-52,37,Unknown,44,44,No,Yes,NA,NA,21.640800000000002
Maeda,18,3,1963,Pygmy,70,Male,No,-52,37,Unknown,28,28,No,Yes,NA,NA,21.336000000000002
Maeda,22,3,1963,Pygmy,70,Male,No,-46,29,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,27,3,1963,Pygmy,70,Female,No,-44,49,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,27,3,1963,Pygmy,74,Female,No,-44,49,Unknown,12,12,No,Yes,NA,NA,22.555200000000003
Maeda,27,3,1963,Pygmy,73,Female,Yes,-44,49,Mature,27,27,No,Yes,NA,NA,22.250400000000003
Maeda,27,3,1963,Pygmy,71,Female,No,-44,49,Unknown,26,26,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1963,Pygmy,70,Male,No,-44,50,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,71,Male,No,-44,50,Unknown,19,19,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1963,Pygmy,73,Female,No,-44,50,Unknown,25,25,No,Yes,NA,NA,22.250400000000003
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,12,12,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,18,18,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,9,9,No,Yes,NA,NA,21.336000000000002
Maeda,28,3,1963,Pygmy,71,Male,No,-44,50,Unknown,12,12,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1963,Pygmy,71,Male,No,-44,50,Unknown,36,36,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1963,Pygmy,71,Male,No,-44,50,Unknown,38,38,No,Yes,NA,NA,21.640800000000002
Maeda,28,3,1963,Pygmy,70,Female,No,-44,50,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1963,Pygmy,70,Female,No,-43,50,Unknown,34,34,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1963,Pygmy,70,Male,No,-43,50,Unknown,8,8,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1963,Pygmy,70,Female,No,-43,50,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1963,Pygmy,70,Male,No,-43,50,Unknown,39,39,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1963,Pygmy,71,Male,No,-43,50,Unknown,12,12,No,Yes,NA,NA,21.640800000000002
Maeda,30,3,1963,Pygmy,70,Female,No,-43,50,Unknown,9,9,No,Yes,NA,NA,21.336000000000002
Maeda,30,3,1963,Pygmy,71,Male,No,-43,50,Unknown,22,22,No,Yes,NA,NA,21.640800000000002
Maeda,30,3,1963,Pygmy,70,Male,No,-43,50,Unknown,35,35,No,Yes,NA,NA,21.336000000000002
Maeda,30,3,1963,Pygmy,72,Female,Yes,-43,50,Mature,21,21,No,Yes,NA,NA,21.945600000000002
Maeda,1,4,1963,Pygmy,71,Male,No,-43,50,Unknown,30,30,No,Yes,NA,NA,21.640800000000002
Maeda,1,4,1963,Pygmy,70,Male,No,-43,50,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,71,Male,No,-43,50,Unknown,19,19,No,Yes,NA,NA,21.640800000000002
Maeda,1,4,1963,Pygmy,70,Female,No,-43,50,Unknown,45,45,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,70,Male,No,-43,50,Unknown,20,20,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,70,Male,No,-43,50,Unknown,32,32,No,Yes,NA,NA,21.336000000000002
Maeda,1,4,1963,Pygmy,70,Female,No,-43,50,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,20,3,1963,Pygmy,74,Female,No,-49,28,Unknown,5,5,No,Yes,NA,NA,22.555200000000003
Maeda,26,3,1963,Pygmy,70,Male,No,-47,46,Unknown,19,19,No,Yes,NA,NA,21.336000000000002
Maeda,7,3,1963,Pygmy,67,Male,No,-49,35,Unknown,12,12,No,Yes,NA,NA,20.4216
Maeda,8,3,1963,Pygmy,70,Male,No,-50,37,Unknown,38,38,No,Yes,NA,NA,21.336000000000002
Maeda,8,3,1963,Pygmy,72,Female,Yes,-50,37,Mature,24,24,No,Yes,NA,NA,21.945600000000002
Maeda,8,3,1963,Pygmy,70,Female,No,-50,37,Unknown,12,12,No,Yes,NA,NA,21.336000000000002
Maeda,8,3,1963,Pygmy,71,Female,No,-50,37,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,11,3,1963,Pygmy,70,Male,No,-49,36,Unknown,29,29,No,Yes,NA,NA,21.336000000000002
Maeda,11,3,1963,Pygmy,70,Female,No,-49,36,Unknown,28,28,No,Yes,NA,NA,21.336000000000002
Maeda,12,3,1963,Pygmy,70,Male,No,-49,36,Unknown,72,72,No,Yes,NA,NA,21.336000000000002
Maeda,14,3,1963,Pygmy,72,Female,No,-49,36,Unknown,30,30,No,Yes,NA,NA,21.945600000000002
Maeda,19,3,1963,Pygmy,70,Female,No,-52,38,Unknown,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,26,3,1963,Pygmy,70,Female,No,-49,36,Unknown,13,13,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1963,Pygmy,70,Male,No,-43,50,Unknown,24,24,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1963,Pygmy,71,Female,No,-43,50,Unknown,33,33,No,Yes,NA,NA,21.640800000000002
Maeda,5,4,1963,Pygmy,71,Female,No,-44,50,Unknown,25,25,No,Yes,NA,NA,21.640800000000002
Maeda,6,4,1963,Pygmy,74,Female,No,-43,50,Unknown,29,29,No,Yes,NA,NA,22.555200000000003
Maeda,1,2,1963,Pygmy,70,Male,No,-50,34,Unknown,18,18,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1963,Pygmy,71,Female,No,-50,34,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,1,2,1963,Pygmy,70,Female,Yes,-50,34,Mature,27,27,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1963,Pygmy,70,Male,No,-50,34,Unknown,42,42,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1963,Pygmy,70,Female,No,-50,34,Unknown,32,32,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1963,Pygmy,70,Female,No,-50,34,Unknown,13,13,No,Yes,NA,NA,21.336000000000002
Maeda,1,2,1963,Pygmy,70,Male,No,-50,34,Unknown,17,17,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1963,Pygmy,78,Female,No,-48,36,Unknown,27,27,No,Yes,NA,NA,23.7744
Maeda,2,2,1963,Pygmy,76,Female,No,-48,36,Unknown,20,20,No,Yes,NA,NA,23.1648
Maeda,2,2,1963,Pygmy,75,Male,No,-48,36,Unknown,37,37,No,Yes,NA,NA,22.86
Maeda,2,2,1963,Pygmy,70,Female,No,-48,36,Unknown,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1963,Pygmy,70,Male,No,-48,36,Unknown,18,18,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1963,Pygmy,73,Male,No,-48,36,Unknown,46,46,No,Yes,NA,NA,22.250400000000003
Maeda,2,2,1963,Pygmy,73,Male,No,-48,36,Unknown,57,57,No,Yes,NA,NA,22.250400000000003
Maeda,2,2,1963,Pygmy,76,Male,No,-48,36,Unknown,9,9,No,Yes,NA,NA,23.1648
Maeda,3,2,1963,Pygmy,70,Male,No,-50,36,Unknown,19,19,No,Yes,NA,NA,21.336000000000002
Maeda,3,2,1963,Pygmy,67,Male,No,-50,36,Unknown,25,25,No,Yes,NA,NA,20.4216
Maeda,4,2,1963,Pygmy,75,Female,No,-51,36,Unknown,36,36,No,Yes,NA,NA,22.86
Maeda,4,2,1963,Pygmy,70,Female,No,-51,36,Unknown,20,20,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1963,Pygmy,70,Male,No,-51,36,Unknown,28,28,No,Yes,NA,NA,21.336000000000002
Maeda,8,2,1963,Pygmy,73,Female,No,-50,34,Unknown,24,24,No,Yes,NA,NA,22.250400000000003
Maeda,8,2,1963,Pygmy,75,Female,Yes,-50,34,Mature,20,20,No,Yes,NA,NA,22.86
Maeda,27,3,1963,Pygmy,70,Male,No,-46,44,Unknown,12,12,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1963,Pygmy,70,Male,No,-43,49,Unknown,30,30,No,Yes,NA,NA,21.336000000000002
Maeda,29,3,1963,Pygmy,71,Male,No,-43,49,Unknown,20,20,No,Yes,NA,NA,21.640800000000002
Maeda,29,3,1963,Pygmy,70,Male,No,-43,49,Unknown,20,20,No,Yes,NA,NA,21.336000000000002
Maeda,30,3,1963,Pygmy,70,Male,No,-43,50,Unknown,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,30,3,1963,Pygmy,75,Female,No,-43,50,Unknown,15,15,No,Yes,NA,NA,22.86
Maeda,30,3,1963,Pygmy,70,Female,No,-43,50,Unknown,37,37,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1963,Pygmy,70,Male,No,-47,69,Unknown,12,12,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1963,Pygmy,70,Female,No,-47,69,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1963,Pygmy,70,Female,No,-47,69,Unknown,28,28,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1963,Pygmy,70,Male,No,-47,69,Unknown,16,16,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1963,Pygmy,70,Female,No,-47,69,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,4,4,1963,Pygmy,70,Female,No,-47,69,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,29,2,1964,Pygmy,70,Female,No,-53,32,Mature,13,13,No,Yes,NA,NA,21.336000000000002
Maeda,2,3,1964,Pygmy,70,Male,No,-53,25,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,29,2,1964,Pygmy,70,Female,No,-52,20,Mature,6,6,No,Yes,NA,NA,21.336000000000002
Maeda,3,4,1964,Pygmy,73,Male,No,-45,35,Unknown,9,9,No,Yes,NA,NA,22.250400000000003
Maeda,4,4,1964,Pygmy,72,Male,No,-45,37,Unknown,11,11,No,Yes,NA,NA,21.945600000000002
Maeda,4,4,1964,Pygmy,71,Female,No,-45,37,Mature,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,4,4,1964,Pygmy,72,Female,No,-45,37,Mature,49,49,No,Yes,NA,NA,21.945600000000002
Maeda,4,4,1964,Pygmy,72,Male,No,-45,37,Unknown,68,68,No,Yes,NA,NA,21.945600000000002
Maeda,4,4,1964,Pygmy,74,Female,Yes,-45,37,Mature,24,24,No,Yes,NA,NA,22.555200000000003
Maeda,4,4,1964,Pygmy,72,Male,No,-45,37,Unknown,67,67,No,Yes,NA,NA,21.945600000000002
